id,sub_category,code,description,is_active,local_code
11588,HUMERUS (UPPER ARM AND ELBOW),24359,Epicondyle Excision,TRUE,
11589,HUMERUS (UPPER ARM AND ELBOW),24360,Elbow Reconstrunction under C-Arm,TRUE,
11590,HUMERUS (UPPER ARM AND ELBOW),24579,T/Plate/Sign Nail Humerus,TRUE,
11591,HUMERUS (UPPER ARM AND ELBOW),24620,Closed Reduction Elbow,TRUE,
11592,HUMERUS (UPPER ARM AND ELBOW),24635,Open Reduction Elbow,TRUE,
11593,HUMERUS (UPPER ARM AND ELBOW),24640,Trans Elbow EF,TRUE,
11594,HUMERUS (UPPER ARM AND ELBOW),24900,Above Elbow Amputation,TRUE,
11595,HUMERUS (UPPER ARM AND ELBOW),24920,Disarticulation-Elbow / Amputation-through Arm,TRUE,
11596,FOREARM AND WRIST,11603,"Incisional Bx Forearm, Humerus, Shoulder",TRUE,
11597,FOREARM AND WRIST,20670,"Removal of K-Wire, Rush Rod, Screw, R/U, Humerus, Ankle, etc.",TRUE,
11598,FOREARM AND WRIST,20690,EF Radius / Ulna / Tibia,TRUE,
11599,FOREARM AND WRIST,20900,Bone Nibbling Radius / Tibia / Femur,TRUE,
11600,FOREARM AND WRIST,25275,Repair-Hand Extensor / Flexor Tendon,TRUE,
11601,FOREARM AND WRIST,25350,Co Distal Radius,TRUE,
11602,FOREARM AND WRIST,25415,Revision ORIF Radius,TRUE,
11603,FOREARM AND WRIST,25606,EF Extension Upper Limb,TRUE,
11604,FOREARM AND WRIST,25607,Volar Plate Redius,TRUE,
11605,FOREARM AND WRIST,25905,Amputation Forearm,TRUE,
11606,FOREARM AND WRIST,25924,Disarticulation-Wrist,TRUE,
11607,FOREARM AND WRIST,26055,Co and 1st and 2nd Proximal,TRUE,
11608,FOREARM AND WRIST,64718,Darach Procedure Ulna,TRUE,
11609,FOREARM AND WRIST,64719,Ulna Nerve Exploration,TRUE,
11610,FOREARM AND WRIST,11043,Debridement And EF,TRUE,
11611,FOREARM AND WRIST,24152,Bone Excision Radius,TRUE,
11612,FOREARM AND WRIST,24164,Excision Radial Head,TRUE,
11613,FOREARM AND WRIST,25111,Gandlion Excision Wrist,TRUE,
11614,FOREARM AND WRIST,25112,Granuloma Excision,TRUE,
11615,FOREARM AND WRIST,25320,Open Reduction Lunate,TRUE,
11616,FOREARM AND WRIST,25355,Co Radius,TRUE,
11617,FOREARM AND WRIST,25405,Decortication Radius,TRUE,
11618,FOREARM AND WRIST,25574,EF Radius / Ulna,TRUE,
11619,FOREARM AND WRIST,25600,Close Reduction MPI Open 1st,TRUE,
11620,FOREARM AND WRIST,29805,DX Shoulder Arthroscopically,TRUE,
11621,FOREARM AND WRIST,29824,Mumford Procedure,TRUE,
11622,FOREARM AND WRIST,29826,ACJ Decompresion by Endoscopy,TRUE,
11623,FOREARM AND WRIST,23470,HA Shoulder,TRUE,
11624,FOREARM AND WRIST,23472,TSA Total Shoulder Arthroplasty,TRUE,
11625,HAND AND FINGER,25635,Scaphoid Bone Reduction,TRUE,
11626,HAND AND FINGER,25800,Arthrodesis-Wrist Joint,TRUE,
11627,HAND AND FINGER,26350,Repair-Hand -Flexor (One / Two),TRUE,
11628,HAND AND FINGER,26548,Bilateral Vollar Plate Both,TRUE,
11629,HAND AND FINGER,26565,Corrective Osteatomy,TRUE,
11630,HAND AND FINGER,26850,Arthrodesis 1st MCP Joint,TRUE,
11631,HAND AND FINGER,26951,Flexor / Extensor Tendon Repair Hand,TRUE,
11632,HAND AND FINGER,25071,Excision Biopsy Hand,TRUE,
11633,HAND AND FINGER,25825,Lunate Excision,TRUE,
11634,HAND AND FINGER,27640,Exostosis Removal R/U,TRUE,
11635,HAND AND FINGER,64721,Bilateral Carpal Tunnel (Surgery),TRUE,
11636,PELVIC AND HIP JOINT,20240,"Bone Biopsy Pelvis, Femur, Tibia, Humerus etc.",TRUE,
11637,PELVIC AND HIP JOINT,20245,Biopsy Acetabular,TRUE,
11638,PELVIC AND HIP JOINT,27030,Arthrotomy Hip,TRUE,
11639,PELVIC AND HIP JOINT,27052,Synovectomy BX Hip,TRUE,
11640,PELVIC AND HIP JOINT,27125,HA,TRUE,
11641,PELVIC AND HIP JOINT,27130,Cemented THR,TRUE,
11642,PELVIC AND HIP JOINT,27134,Revision Total Hip,TRUE,
11643,PELVIC AND HIP JOINT,27158,Acetabular Re-Construction,TRUE,
11644,PELVIC AND HIP JOINT,27215,Plating Ilium,TRUE,
11645,PELVIC AND HIP JOINT,27218,Plating Si Joint,TRUE,
11646,PELVIC AND HIP JOINT,27236,Revision HA,TRUE,
11647,PELVIC AND HIP JOINT,27266,Revision Hip Reduction and K,TRUE,
11648,PELVIC AND HIP JOINT,27275,Closed Reduction Total Hip,TRUE,
11649,PELVIC AND HIP JOINT,27280,Arthrodesis-Hip,TRUE,
11650,PELVIC AND HIP JOINT,27295,Hip Disarticularion,TRUE,
11651,PELVIC AND HIP JOINT,27360,Saucerization Hip Joint/Femur/Tibia/Humerus/R-U,TRUE,
11652,PELVIC AND HIP JOINT,27442,Total-Knee Replacement,TRUE,
11653,PELVIC AND HIP JOINT,11101,Excision of Bone Hip,TRUE,
11654,PELVIC AND HIP JOINT,15110,Skin Grafting,TRUE,
11655,PELVIC AND HIP JOINT,27217,Plating Pubis Symphisis,TRUE,
11656,PELVIC AND HIP JOINT,27227,Symphysis Plate Acetabular,TRUE,
11657,PELVIC AND HIP JOINT,27235,Hip Srew Under C Arm,TRUE,
11658,PELVIC AND HIP JOINT,27253,Open Reduction EF Hip,TRUE,
11659,PELVIC AND HIP JOINT,27137,THA Revison Femoral Compnent,TRUE,
11660,PELVIC AND HIP JOINT,27138,THA Revison Acetabular Component,TRUE,
11661,PELVIC AND HIP JOINT,27132,Conversional HA to THA,TRUE,
11662,PELVIC AND HIP JOINT,27299,Pemberton Osteotomy,TRUE,
11663,PELVIC AND HIP JOINT,27258,ORIF Congenital / Developmental or Pathological Hip Dislocation(Tenotomy),TRUE,
11664,PELVIC AND HIP JOINT,27175,Treatment of Slipped Growth Plate at Upper thigh Bone,TRUE,
11665,FEMUR (HIGH REGION) AND KNEE JOINT,11605,Biops And Grafting Femur,TRUE,
11666,FEMUR (HIGH REGION) AND KNEE JOINT,20270,Arthrotomy Knee,TRUE,
11667,FEMUR (HIGH REGION) AND KNEE JOINT,20610,Skeletal-Traction,TRUE,
11668,FEMUR (HIGH REGION) AND KNEE JOINT,20650,Skin-Traction,TRUE,
11669,FEMUR (HIGH REGION) AND KNEE JOINT,20694,Cbp and Bone Graft,TRUE,
11670,FEMUR (HIGH REGION) AND KNEE JOINT,20838,Revision Amputation AKA,TRUE,
11671,FEMUR (HIGH REGION) AND KNEE JOINT,27422,Repair-Knee Medial/Lateral Colateral Ligament,TRUE,
11672,FEMUR (HIGH REGION) AND KNEE JOINT,26605,Fracture Closed-Reduction,TRUE,
11673,FEMUR (HIGH REGION) AND KNEE JOINT,27040,Synovial Biopsy Knee,TRUE,
11674,FEMUR (HIGH REGION) AND KNEE JOINT,27245,"Revision Plate, Sign Nail, Shc/Angled Plate Femur",TRUE,
11675,FEMUR (HIGH REGION) AND KNEE JOINT,27331,Arthrotomy of BX Knee,TRUE,
11676,FEMUR (HIGH REGION) AND KNEE JOINT,27334,Synovectomy Knee Joint,TRUE,
11677,FEMUR (HIGH REGION) AND KNEE JOINT,27345,Bakers Cyst Excision Knee,TRUE,
11678,FEMUR (HIGH REGION) AND KNEE JOINT,27386,Quadriceps Tendon Repair,TRUE,
11679,FEMUR (HIGH REGION) AND KNEE JOINT,27506,Antegrade / Retrograde Sign Nail Femur / Tibia / Humerus,TRUE,
11680,FEMUR (HIGH REGION) AND KNEE JOINT,27507,Sign Nail Biopsy Femur,TRUE,
11681,FEMUR (HIGH REGION) AND KNEE JOINT,27515,Condylar Butress Plate Femr,TRUE,
11682,FEMUR (HIGH REGION) AND KNEE JOINT,27580,Arthrodesis- Knee/Ankle,TRUE,
11683,FEMUR (HIGH REGION) AND KNEE JOINT,27590,Modular Transfemoral,TRUE,
11684,FEMUR (HIGH REGION) AND KNEE JOINT,27964,Amputation Stump Femur,TRUE,
11685,FEMUR (HIGH REGION) AND KNEE JOINT,28035,Posterior Release of (Release of Nerve Between Tissue and Bone of Foot),TRUE,
11686,FEMUR (HIGH REGION) AND KNEE JOINT,29830,Diagnostics-Arthroscopy,TRUE,
11687,FEMUR (HIGH REGION) AND KNEE JOINT,29850,Medial Collateal Ligament,TRUE,
11688,FEMUR (HIGH REGION) AND KNEE JOINT,29873,Total Release-Knee,TRUE,
11689,FEMUR (HIGH REGION) AND KNEE JOINT,29875,Arthroscopy Knee,TRUE,
11690,FEMUR (HIGH REGION) AND KNEE JOINT,29882,Arthroscopy Reconstruction,TRUE,
11691,FEMUR (HIGH REGION) AND KNEE JOINT,29887,Arthroscopy,TRUE,
11692,FEMUR (HIGH REGION) AND KNEE JOINT,11045,Debridement,TRUE,
11693,FEMUR (HIGH REGION) AND KNEE JOINT,15050,Skin Grafting Kneeand,TRUE,
11694,FEMUR (HIGH REGION) AND KNEE JOINT,27244,DHS,TRUE,
11695,FEMUR (HIGH REGION) AND KNEE JOINT,27248,Sign Nail Revision,TRUE,
11696,FEMUR (HIGH REGION) AND KNEE JOINT,27310,Arthrotomy and Biopsy,TRUE,
11697,FEMUR (HIGH REGION) AND KNEE JOINT,27420,Demedialiazation Patela,TRUE,
11698,FEMUR (HIGH REGION) AND KNEE JOINT,27440,Total Knee Revision,TRUE,
11699,FEMUR (HIGH REGION) AND KNEE JOINT,27445,Total Knee Replacement,TRUE,
11700,FEMUR (HIGH REGION) AND KNEE JOINT,27450,Bilateral Co Both Femurs,TRUE,
11701,FEMUR (HIGH REGION) AND KNEE JOINT,27508,ESIN Femur,TRUE,
11702,FEMUR (HIGH REGION) AND KNEE JOINT,27511,Compression Screw Femur,TRUE,
11703,FEMUR (HIGH REGION) AND KNEE JOINT,27513,"Co and Butress Plating, Pinning",TRUE,
11704,FEMUR (HIGH REGION) AND KNEE JOINT,26520,Capsulloraphy Patella,TRUE,
11705,FEMUR (HIGH REGION) AND KNEE JOINT,27524,TBW Patella,TRUE,
11706,FEMUR (HIGH REGION) AND KNEE JOINT,27530,Trans Knee EF,TRUE,
11707,FEMUR (HIGH REGION) AND KNEE JOINT,27598,Disarticulation-Knee,TRUE,
11708,FEMUR (HIGH REGION) AND KNEE JOINT,27695,LCL Repair,TRUE,
11709,FEMUR (HIGH REGION) AND KNEE JOINT,27724,Masquellete Technique,TRUE,
11710,FEMUR (HIGH REGION) AND KNEE JOINT,27752,Fracture Closed-Reduction,TRUE,
11711,FEMUR (HIGH REGION) AND KNEE JOINT,27758,Blade Plate CBP,TRUE,
11712,FEMUR (HIGH REGION) AND KNEE JOINT,29880,Medial Meniscetomy,TRUE,
11713,FEMUR (HIGH REGION) AND KNEE JOINT,29870,DX Arthroscopy,TRUE,
11714,FEMUR (HIGH REGION) AND KNEE JOINT,29881,Arthroscipic meniscectomy / shaving,TRUE,
11715,FEMUR (HIGH REGION) AND KNEE JOINT,29888,ACL Repair Arthroscopically,TRUE,
11716,FEMUR (HIGH REGION) AND KNEE JOINT,29889,Pcl Repair Arthroscopically,TRUE,
11717,FEMUR (HIGH REGION) AND KNEE JOINT,27418,Medialization of Patella (ORIF),TRUE,
11718,FEMUR (HIGH REGION) AND KNEE JOINT,29877,Medialization of Patella (Arthroscopically ),TRUE,
11719,FEMUR (HIGH REGION) AND KNEE JOINT,29999,MCL & ACL Repair Arthroscopically,TRUE,
11720,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,11042,Skin Graft Leg,TRUE,
11721,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,15100,Soleus Flap Rotation,TRUE,
11722,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,13122,Biopsy Leg,TRUE,
11723,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,20201,Biopsy P/3Tibia and Trans,TRUE,
11724,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,20692,"Ankle, Knee Spanning SD/ EF T/F",TRUE,
11725,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,20693,"EF/Hoffman Revision/Adjustment/ Tibia/Fibula,Femur",TRUE,
11726,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,22853,Double Butress Plate,TRUE,
11727,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27536,T Plateau Fracture Revision,TRUE,
11728,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27610,Joint Toilet Ankle,TRUE,
11729,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27620,Arthrotomy Ankle,TRUE,
11730,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27635,Anterior Bone Block Excion,TRUE,
11731,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27650,Achiles Tendon Repair,TRUE,
11732,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27696,Ankle Reconstruction (Repair of Disruption of Both Collateral Ligaments of Ankle),TRUE,
11733,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27700,Ankle Reconstraction,TRUE,
11734,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27704,Angles Plate Removal,TRUE,
11735,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27705,CO And EF Tibia,TRUE,
11736,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27709,CO Tibia,TRUE,
11737,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27722,Grafting Tibia,TRUE,
11738,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27759,Bilateral Sign Nailing Tibia,TRUE,
11739,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27825,Ex Fix T/F,TRUE,
11740,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27827,Tibia Lengthening,TRUE,
11741,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27860,Tripe Arthrodesis Ankle,TRUE,
11742,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27870,Arthodresis Left Ankle,TRUE,
11743,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27880,Modular Transtibial (BKA),TRUE,
11744,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27882,Above Knee Amputation (AKA),TRUE,
11745,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,11047,Sequstrectomy Tibia,TRUE,
11746,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,11400,Excision Biopsy Tibia,TRUE,
11747,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,11442,Demoid Cyst Excision,TRUE,
11748,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,20680,Sign Nail Removal Tibia,TRUE,
11749,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,24925,Stump Closure Leg,TRUE,
11750,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,24930,Soft Tissue-Stamp Revision,TRUE,
11751,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27535,Butress Tibia,TRUE,
11752,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27599,Surgical Debridement Tibia,TRUE,
11753,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27607,HTCO Tibia,TRUE,
11754,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27826,Ex Fix Tibia,TRUE,
11755,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27828,Butress Plate Distal,TRUE,
11756,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27871,Decortication EF Tibia,TRUE,
11757,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,27888,Disarticulation - Ankle,TRUE,
11758,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,29906,Arthroscopiy of Ankle Joint,TRUE,
11759,LEG (TIBIA AND FIBULA) AND ANKLE JOINT,29907,Debridemen of Ankle Arthroscopically,TRUE,
11760,MINOR PROCEDURES,26538,Traction Skeletal(Adult),TRUE,
11761,MINOR PROCEDURES,24538,Traction Skin (Children),TRUE,
11762,MINOR PROCEDURES,23600,Distal Humeral Fracture Pop (Adults),TRUE,
11763,MINOR PROCEDURES,29345,Above Knee Pop (Adult),TRUE,
11764,MINOR PROCEDURES,29065,Above/Below Elbow Pop (Adult/Children),TRUE,
11765,MINOR PROCEDURES,29325,Sarmieto Pop (Adults),TRUE,
11766,MINOR PROCEDURES,29085,Below Elbow Pop (Children),TRUE,
11767,MINOR PROCEDURES,29405,Below Knee Pop (Children/Adult),TRUE,
11768,MINOR PROCEDURES,29450,Club Foot Pop (Children),TRUE,
11769,MINOR PROCEDURES,29445,Contact/Cylinder Pop,TRUE,
11770,MINOR PROCEDURES,29305,Sarmieto Pop (Children),TRUE,
11771,FOOT AND TOES,11044,In Growing Nail Excision,TRUE,
11772,FOOT AND TOES,27605,ETA and Pmr,TRUE,
11773,FOOT AND TOES,27687,Bilateral PCT,TRUE,
11774,FOOT AND TOES,27805,Ankle Foot Orthosis,TRUE,
11775,FOOT AND TOES,27814,Open Reduction-Weber,TRUE,
11776,FOOT AND TOES,27823,Open Reduction-Weber,TRUE,
11777,FOOT AND TOES,28400,SD And Calcaneal and Pop,TRUE,
11778,FOOT AND TOES,28445,Reconstruction-Talus,TRUE,
11779,FOOT AND TOES,28645,Reconstruction-Calcaneum,TRUE,
11780,FOOT AND TOES,28715,Tripe Arthropdesis Foot,TRUE,
11781,FOOT AND TOES,28750,ARTHRODESIS OF MTPJ 2 and 3rd,TRUE,
11782,FOOT AND TOES,28820,Amputation Fore/Mid /Hind Foot,TRUE,
11783,FOOT AND TOES,28810,Disarticulation-Phallanges,TRUE,
11784,FOOT AND TOES,29058,Fibre Glass Free Casting Tape,TRUE,
11785,FOOT AND TOES,29899,Arthrodesis (Triple) Foot,TRUE,
11786,FOOT AND TOES,29905,Synovectomy-Arthrotomy,TRUE,
11787,FOOT AND TOES,32405,Trephene Needle Biopsy,TRUE,
11788,FOOT AND TOES,11300,Excisional Biopsy Foot,TRUE,
11789,FOOT AND TOES,26952,Poly Dactyl/Extra Digit Excision Foot,TRUE,
11790,FOOT AND TOES,27122,Modified Girdle Stone Right,TRUE,
11791,FOOT AND TOES,27606,ETA and Pmr-Clubfoot,TRUE,
11792,FOOT AND TOES,28262,BIL ETA/PMR,TRUE,
11793,FOOT AND TOES,28615,Orif-Calcaneum,TRUE,
11794,FOOT AND TOES,28730,Athrodesis First and Second,TRUE,
11795,PSYCHIATRY SERVICES,90792,Psychiatric Diagnostic Evaluation,TRUE,
11796,PSYCHIATRY SERVICES,90791,Psychological Assessment,TRUE,
11797,PSYCHIATRY SERVICES,90832,"Individual Psychotherapy, 30mins",TRUE,
11798,PSYCHIATRY SERVICES,90834,"Individual Psychotherapy, 45 Mins",TRUE,
11799,PSYCHIATRY SERVICES,90837,"Individual Psychotherapy, 60 Mins",TRUE,
11800,PSYCHIATRY SERVICES,90838,Psychotherapy,TRUE,
11801,PSYCHIATRY SERVICES,90845,Psychoanalysis,TRUE,
11802,PSYCHIATRY SERVICES,90840,Psychotherapy for Crisis,TRUE,
11803,PSYCHIATRY SERVICES,90839,"Psychotherapy for Crisis, First 60 Minutes",TRUE,
11804,PSYCHIATRY SERVICES,96101,Psychological Testing,TRUE,
11805,PSYCHIATRY SERVICES,90846,Family/Couples psychotherapy,TRUE,
11806,PSYCHIATRY SERVICES,90847,"Family psychotherapy including patient, 50 minutes",TRUE,
11807,PSYCHIATRY SERVICES,90849,Multiple-Family Group Psychotherapy,TRUE,
11808,PSYCHIATRY SERVICES,90865,Injection of Hypnotic Drug for Psychiatric Diagnosis or Therapy,TRUE,
11809,PSYCHIATRY SERVICES,90875,"Biofeedback Training with Psychotherapy, 30 Minutes",TRUE,
11810,PSYCHIATRY SERVICES,90876,"Biofeedback Training with Psychotherapy, 45 Minutes",TRUE,
11811,PSYCHIATRY SERVICES,90853,Group Psychotherapy,TRUE,
11812,PSYCHIATRY SERVICES,99510,Home Visit for Counseling,TRUE,
11813,PSYCHIATRY SERVICES,90870,Electroconvulsive Therapy,TRUE,
11814,PSYCHIATRY SERVICES,90885,Psychiatric Review,TRUE,
11815,PSYCHIATRY SERVICES,90887,Explanation of Psychiatric Information,TRUE,
11816,PSYCHIATRY SERVICES,90889,Psychiatric Report Preparation,TRUE,
11817,PSYCHIATRY SERVICES,90899,Psychiatric Service or Procedure,TRUE,
11818,PSYCHIATRY SERVICES,96118,Neuropsychological Testing,TRUE,
11819,PSYCHIATRY SERVICES,96110,Developmental Screening,TRUE,
11820,PSYCHIATRY SERVICES,96111,Developmental Testing,TRUE,
11821,PSYCHIATRY SERVICES,96116,Neurobehaviour Assessment,TRUE,
11822,PSYCHIATRY SERVICES,95812,EEG 1 Hour,TRUE,
11823,PSYCHIATRY SERVICES,95813,EEG more than 1 Hour,TRUE,
11824,PSYCHIATRY SERVICES,95816,EEG Awake and Drowsy,TRUE,
11825,PSYCHIATRY SERVICES,95819,EEG Awake and Asleep,TRUE,
11826,PSYCHIATRY SERVICES,95827,EEG Overnight,TRUE,
11827,CANCER PREVENTION SERVICES,57421,Biopsy of Vagina and Cervix using an Endoscope,TRUE,
11828,CANCER PREVENTION SERVICES,57454,Biopsy and Scraping of the Cervix using an Endoscope,TRUE,
11829,CANCER PREVENTION SERVICES,57455,Cone Biopsy of the Cervix and Vagina using an Endoscope,TRUE,
11830,CANCER PREVENTION SERVICES,57511,Cryotherapy (Cervix),TRUE,
11831,CANCER PREVENTION SERVICES,57460,Loop Electrosurgical Excision Procedure (LeEP),TRUE,
11832,CANCER SCREENING,88142,Cervical Cancer Screening (Pap Smear),TRUE,
11833,CANCER SCREENING,88143,Cervical Cancer Screening (VIA/VILI),TRUE,
11834,CHEMOTHERAPY,96411,Chemotherapy Administration and Supervision,TRUE,
11835,CHEMOTHERAPY,96405,"Intralesional Chemotherapy, up to and including 7 Lesions",TRUE,
11836,CHEMOTHERAPY,96406,"Intralesional Chemotherapy, more than 7 Lesions",TRUE,
11837,CHEMOTHERAPY,96402,Hormonal Anti-Neoplastic Chemotherapy Administration Beneath the Skin or into the Muscle,TRUE,
11838,CHEMOTHERAPY,96409,Bolus Intravenous Chemotherapy Infusion (Using Push Technique),TRUE,
11839,CHEMOTHERAPY,96413,Intravenous Chemotherapy Infusion up to 1 Hour,TRUE,
11840,CHEMOTHERAPY,96415,Intravenous Chemotherapy Infusion,TRUE,
11841,CHEMOTHERAPY,96521,Refilling and Maintenance of Portable Pumps.,TRUE,
11842,CHEMOTHERAPY,96416,Prolonged Chemotherapy Infusion into a Vein by Portable or Implanted Pump more than 8 Hours,TRUE,
11843,CHEMOTHERAPY,96417,Infusion of Different Chemotherapy Drug or Substance into a Vein up to 1 Hour,TRUE,
11844,CHEMOTHERAPY,96420,Bolus Intra-Arterial Chemotherapy Infusion (Using Push Technique),TRUE,
11845,CHEMOTHERAPY,96422,Infusion of Chemotherapy into an Artery up to 1 Hour,TRUE,
11846,CHEMOTHERAPY,96423,Intra-Arterial Chemotherapy Infusion,TRUE,
11847,CHEMOTHERAPY,96425,"Prolonged Chemotherapy Infusion into Artery by Portable or Implanted Pump, more",TRUE,
11848,CHEMOTHERAPY,96440,Intrapleural Chemotherapy (Chemotherapy Delivery into the Chest Cavity),TRUE,
11849,CHEMOTHERAPY,96446,Intraperitoneal Chemotherapy Infusion,TRUE,
11850,CHEMOTHERAPY,96450,Intrathecal Chemotherapy Administration,TRUE,
11851,RADIOTHERAPY,77790,Supervision of Radiotherapy Delivery,TRUE,
11852,RADIOTHERAPY,77401,Superficial Radiotherapy (EG Skin & Post Keloidectomy),TRUE,
11853,RADIOTHERAPY,77280,Conventional Simulation (Simple),TRUE,
11854,RADIOTHERAPY,77285,Conventional Simulation (Complex),TRUE,
11855,RADIOTHERAPY,77290,CT Simulation Simple,TRUE,
11856,RADIOTHERAPY,77293,CT Simulation Complex (With Management of Respiratory Movement),TRUE,
11857,RADIOTHERAPY,77387,Image Guided Radiotherapy (IGRT) Delivery,TRUE,
11858,RADIOTHERAPY,77299,Radiotherapy Planning 2D,TRUE,
11859,RADIOTHERAPY,77295,Radiotherapy Planning 3d,TRUE,
11860,RADIOTHERAPY,77301,Management of Modulation Radiotherapy (IMRT) Planning,TRUE,
11861,RADIOTHERAPY,77386,Intensity Modulated Radiation Therapy (IMRT) Delivery,TRUE,
11862,RADIOTHERAPY,77306,Curative Radiotherapy 2D,TRUE,
11863,RADIOTHERAPY,77307,Palliative Radiotherapy 2D,TRUE,
11864,RADIOTHERAPY,77316,Curative Radiotherapy 3D,TRUE,
11865,RADIOTHERAPY,77317,Palliative Radiotherapy 3D,TRUE,
11866,RADIOTHERAPY,77318,Extended Local/Hemi Body Radiotherapy ( LHB & UHB RT),TRUE,
11867,RADIOTHERAPY,77331,Special Radiation Therapy Planning,TRUE,
11868,RADIOTHERAPY,77417,Therapeutic Radiology Port Films,TRUE,
11869,RADIOTHERAPY,77332,"Radiation Treatment Devices, Design and Construction (Moulding) in 2D",TRUE,
11870,RADIOTHERAPY,77334,"Radiation Treatment Devices, Design and Construction (Moulding) in 3D",TRUE,
11871,RADIOTHERAPY,77338,Design and Construction of Device for Radiation Therapy,TRUE,
11872,RADIOTHERAPY,77300,Calculation of Radiotherapy Dose,TRUE,
11873,RADIOTHERAPY,77469,Intraoperative Radiotherapy,TRUE,
11874,RADIOTHERAPY,77371,"Radiotherapy Delivery, Steriotactic Radiosurgery, for Cranial Growth per Session",TRUE,
11875,RADIOTHERAPY,77321,Radiation Therapy Total Body Port Plan,TRUE,
11876,RADIOTHERAPY,77778,Prostate Brachytherapy,TRUE,
11877,RADIOTHERAPY,57155,Uterine Brachytherapy (Insertion of a Device to Deliver Radiation Therapy to the Uterus),TRUE,
11878,RADIOTHERAPY,57156,Vaginal Brachytherapy,TRUE,
11879,RADIOTHERAPY,77770,High Dose Intracavitary Brachytherapy (ICT),TRUE,
11880,RADIOTHERAPY,77385,Electron Treatment Delivery (Electron Therapy),TRUE,
11881,RADIOTHERAPY,77520,Proton Treatment Delivery (Proton Therapy),TRUE,
11882,NUCLEAR MEDICINE INVESTIGATIONS,78315,Bone Scan,TRUE,
11883,NUCLEAR MEDICINE INVESTIGATIONS,78708,Renal Scan,TRUE,
11884,NUCLEAR MEDICINE INVESTIGATIONS,78707,Dimercaptosuccinic Acid Scan (Dmsa),TRUE,
11885,NUCLEAR MEDICINE INVESTIGATIONS,78454,Myocardial Perfusion Study,TRUE,
11886,NUCLEAR MEDICINE INVESTIGATIONS,78481,Muga/Erna Study (Single),TRUE,
11887,NUCLEAR MEDICINE INVESTIGATIONS,78483,Muga/Erna Study (Multiple),TRUE,
11888,NUCLEAR MEDICINE INVESTIGATIONS,78226,Disida Hepatobiliary Study,TRUE,
11889,NUCLEAR MEDICINE INVESTIGATIONS,78267,Merckels' Diverticulum Study,TRUE,
11890,NUCLEAR MEDICINE INVESTIGATIONS,38790,Lymphoscintigraphy,TRUE,
11891,NUCLEAR MEDICINE INVESTIGATIONS,38792,Sentinel Lymph Node,TRUE,
11892,NUCLEAR MEDICINE INVESTIGATIONS,78607,Cerebral Perfusion Study,TRUE,
11893,NUCLEAR MEDICINE INVESTIGATIONS,78608,Nuclear Medicine Study Brain with Metabolic Evaluation,TRUE,
